UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
L49191,x_1,298.7,308.5,1616.0,30.2,34,0,No Failure,2002-02-22 19:00:00
L49192,x_1,298.6,308.4,1397.0,46.4,36,0,No Failure,2002-02-22 20:00:00
L49193,x_1,298.6,308.4,1485.0,42.9,38,0,No Failure,2002-02-22 21:00:00
L49194,x_1,298.6,308.4,1310.0,139.5,40,0,No Failure,2002-02-22 22:00:00
L49195,x_1,298.5,308.2,1301.0,66.3,42,1,Power Failure,2002-02-22 23:00:00
L49196,x_1,298.5,308.3,1458.0,44.0,44,0,No Failure,2002-02-23 00:00:00
L49197,x_1,298.7,308.5,1483.0,42.5,46,0,No Failure,2002-02-23 01:00:00
L49198,x_1,298.7,308.5,1375.0,126.2,48,0,No Failure,2002-02-23 02:00:00
M16879,x1,298.7,308.5,1660.0,27.0,50,0,No Failure,2002-02-23 03:00:00
H31434,X1,282.7,308.4,1560.0,33.3,53,0,No Failure,2002-02-23 04:00:00
L49201,x_1,298.7,308.5,1480.0,42.2,58,0,No Failure,2002-02-23 05:00:00
L49202,x_1,298.7,308.4,1373.0,46.9,60,0,No Failure,2002-02-23 06:00:00
L49203,x_1,298.7,308.5,1444.0,54.2,62,0,No Failure,2002-02-23 07:00:00
M16884,x1,298.7,308.6,,24.7,64,0,Error,2002-02-23 08:00:00
L49205,x_1,298.7,308.5,1469.0,39.9,67,0,No Failure,2002-02-23 09:00:00
M16886,x1,298.7,308.5,1360.0,52.9,69,0,No Failure,2002-02-23 10:00:00
L49207,x_1,298.7,308.4,1750.0,105.6,72,0,No Failure,2002-02-23 11:00:00
M16888,x1,298.7,308.3,1349.0,46.6,74,0,No Failure,2002-02-23 12:00:00
L49209,x_1,298.7,308.5,1668.0,35.2,77,0,No Failure,2002-02-23 13:00:00
L49210,x_1,298.9,308.6,1400.0,49.5,79,0,No Failure,2002-02-23 14:00:00
L49211,x_1,298.8,308.6,1331.0,62.8,81,0,No Failure,2002-02-23 15:00:00
L49212,x_1,298.8,308.5,1444.0,42.2,83,0,No Failure,2002-02-23 16:00:00
H31447,X1,298.8,308.5,1359.0,47.6,85,0,No Failure,2002-02-23 17:00:00
M16894,x1,298.8,308.5,1425.0,47.4,90,0,No Failure,2002-02-23 18:00:00
M16895,x1,298.9,308.6,1469.0,34.2,93,0,No Failure,2002-02-23 19:00:00
L49216,x_1,299.0,308.7,1892.0,22.8,96,0,No Failure,2002-02-23 20:00:00
H31451,X1,299.0,308.7,1940.0,19.9,98,0,No Failure,2002-02-23 21:00:00
L49218,x_1,299.0,308.8,1405.0,55.2,103,0,No Failure,2002-02-23 22:00:00
M16899,x1,299.0,308.9,1449.0,39.6,105,0,No Failure,2002-02-23 23:00:00
L49220,x_1,299.1,308.9,1686.0,29.6,108,0,No Failure,2002-02-24 00:00:00
L49221,x_1,299.1,308.9,1680.0,27.2,110,0,No Failure,2002-02-24 01:00:00
M16902,x1,299.1,308.9,1397.0,52.4,112,0,No Failure,2002-02-24 02:00:00
M16903,x1,299.2,309.0,1597.0,30.3,115,0,No Failure,2002-02-24 03:00:00
L49224,x_1,299.3,309.1,1470.0,41.1,118,0,No Failure,2002-02-24 04:00:00
M16905,x1,299.3,309.1,1703.0,31.3,120,0,No Failure,2002-02-24 05:00:00
L49226,x_1,299.3,309.1,1388.0,45.5,123,0,No Failure,2002-02-24 06:00:00
L49227,x_1,299.3,309.2,1775.0,24.2,125,0,No Failure,2002-02-24 07:00:00
L49228,x_1,299.3,309.2,1465.0,41.5,127,0,No Failure,2002-02-24 08:00:00
M16909,x1,299.3,309.2,1586.0,37.9,129,0,No Failure,2002-02-24 09:00:00
M16910,x1,299.5,309.3,1675.0,29.2,132,0,No Failure,2002-02-24 10:00:00
M16911,x1,299.4,309.2,1470.0,44.4,135,0,No Failure,2002-02-24 11:00:00
L49232,x_1,299.5,309.3,1477.0,120.2,138,0,No Failure,2002-02-24 12:00:00
L49233,x_1,299.5,309.3,1382.0,61.0,140,0,No Failure,2002-02-24 13:00:00
M16914,x1,299.6,309.4,1605.0,29.8,142,0,No Failure,2002-02-24 14:00:00
L49235,x_1,299.6,309.4,1643.0,32.9,145,0,No Failure,2002-02-24 15:00:00
L49236,x_1,299.5,309.3,1333.0,54.1,147,0,No Failure,2002-02-24 16:00:00
L49237,x_1,299.5,309.3,1520.0,42.3,149,0,No Failure,2002-02-24 17:00:00
M16918,x1,299.5,309.3,1902.0,24.0,151,0,No Failure,2002-02-24 18:00:00
H31473,X1,299.5,309.4,1386.0,44.4,154,0,No Failure,2002-02-24 19:00:00
L49240,x_1,299.6,309.5,1803.0,27.7,159,0,No Failure,2002-02-24 20:00:00
L49241,x_1,299.7,309.6,1359.0,50.7,161,0,No Failure,2002-02-24 21:00:00
M16922,x1,299.7,309.6,1477.0,42.7,163,0,No Failure,2002-02-24 22:00:00
L49243,x_1,299.7,309.6,1321.0,53.4,166,0,No Failure,2002-02-24 23:00:00
L49244,x_1,299.6,309.5,1453.0,41.4,168,0,No Failure,2002-02-25 00:00:00
L49245,x_1,299.7,309.6,1419.0,45.1,170,0,No Failure,2002-02-25 01:00:00
L49246,x_1,299.7,309.6,1512.0,36.2,172,0,No Failure,2002-02-25 02:00:00
L49247,x_1,299.7,309.6,1553.0,36.8,174,0,No Failure,2002-02-25 03:00:00
M16928,x1,299.7,309.6,1534.0,39.1,176,0,No Failure,2002-02-25 04:00:00
H31483,X1,299.7,309.6,1553.0,41.0,179,0,No Failure,2002-02-25 05:00:00
L49250,x_1,299.7,309.5,1352.0,49.7,184,0,No Failure,2002-02-25 06:00:00
M16931,x1,299.7,309.6,1313.0,60.0,186,0,No Failure,2002-02-25 07:00:00
L49252,x_1,299.6,309.5,1570.0,35.5,189,0,Random Failures,2002-02-25 08:00:00
L49253,x_1,299.6,309.4,1677.0,31.1,191,0,No Failure,2002-02-25 09:00:00
L49254,x_1,299.5,309.4,1602.0,111.3,193,0,No Failure,2002-02-25 10:00:00
L49255,x_1,299.5,309.4,1390.0,58.8,195,1,Overstrain Failure,2002-02-25 11:00:00
L49256,x_1,299.4,309.3,1544.0,115.8,197,0,No Failure,2002-02-25 12:00:00
L49257,x_1,283.4,309.4,1701.0,31.2,199,0,No Failure,2002-02-25 13:00:00
M16938,x1,283.4,309.3,1692.0,28.4,201,0,No Failure,2002-02-25 14:00:00
M16939,x1,299.3,309.3,1523.0,37.9,204,0,No Failure,2002-02-25 15:00:00
L49260,x_1,299.3,309.2,2280.0,15.4,207,0,No Failure,2002-02-25 16:00:00
M16941,x1,299.4,309.3,1485.0,47.1,209,0,No Failure,2002-02-25 17:00:00
H31496,X1,299.4,309.2,1513.0,36.1,212,0,No Failure,2002-02-25 18:00:00
H31497,X1,299.4,309.3,1743.0,28.2,0,0,No Failure,2002-02-25 19:00:00
L49264,x_1,299.5,309.3,1442.0,46.2,5,0,No Failure,2002-02-25 20:00:00
L49265,x_1,299.5,309.3,1462.0,46.7,7,0,No Failure,2002-02-25 21:00:00
H31500,X1,283.4,309.3,1439.0,129.5,9,0,No Failure,2002-02-25 22:00:00
L49267,x_1,299.5,309.3,1577.0,36.6,14,0,No Failure,2002-02-25 23:00:00
L49268,x_1,299.6,309.4,1331.0,46.4,16,0,No Failure,2002-02-26 00:00:00
L49269,x_1,299.5,309.3,1941.0,22.5,18,0,No Failure,2002-02-26 01:00:00
L49270,x_1,299.5,309.2,1393.0,47.3,20,0,No Failure,2002-02-26 02:00:00
L49271,x_1,299.4,309.2,1433.0,42.1,22,0,No Failure,2002-02-26 03:00:00
L49272,x_1,299.4,309.2,1444.0,48.2,24,0,No Failure,2002-02-26 04:00:00
L49273,x_1,299.4,309.2,1564.0,39.0,26,0,No Failure,2002-02-26 05:00:00
L49274,x_1,299.4,309.3,1377.0,43.6,28,0,No Failure,2002-02-26 06:00:00
L49275,x_1,299.4,309.3,1525.0,41.5,30,0,No Failure,2002-02-26 07:00:00
M16956,x1,299.5,309.4,1387.0,56.2,32,0,No Failure,2002-02-26 08:00:00
M16957,x1,299.4,309.4,1326.0,47.5,35,0,No Failure,2002-02-26 09:00:00
L49278,x_1,299.4,309.3,1401.0,59.0,38,0,No Failure,2002-02-26 10:00:00
L49279,x_1,299.4,309.3,1596.0,31.8,40,0,No Failure,2002-02-26 11:00:00
M16960,x1,283.3,309.3,1471.0,46.0,42,0,No Failure,2002-02-26 12:00:00
L49281,x_1,299.3,309.3,1528.0,37.8,45,0,No Failure,2002-02-26 13:00:00
L49282,x_1,299.3,309.3,1325.0,62.0,47,0,No Failure,2002-02-26 14:00:00
M16963,x1,299.3,309.1,,46.7,49,0,No Failure,2002-02-26 15:00:00
M16964,x1,299.3,309.1,1600.0,35.3,52,0,No Failure,2002-02-26 16:00:00
L49285,x_1,299.3,309.1,1495.0,44.0,55,0,No Failure,2002-02-26 17:00:00
L49286,x_1,299.4,309.1,1645.0,28.6,57,0,No Failure,2002-02-26 18:00:00
M16967,x1,299.4,309.1,1417.0,47.3,59,0,No Failure,2002-02-26 19:00:00
H31522,X1,299.4,309.0,1415.0,51.7,62,0,No Failure,2002-02-26 20:00:00
M16969,x1,299.3,309.0,1496.0,43.4,67,0,No Failure,2002-02-26 21:00:00
H31524,X1,299.3,309.0,1508.0,35.0,70,0,No Failure,2002-02-26 22:00:00
L49291,x_1,299.4,309.0,1436.0,47.9,75,0,No Failure,2002-02-26 23:00:00
L49292,x_1,299.5,309.1,1852.0,22.6,77,0,No Failure,2002-02-27 00:00:00
L49293,x_1,299.5,309.1,1863.0,22.5,79,0,No Failure,2002-02-27 01:00:00
H31528,X2,299.4,309.1,1373.0,44.1,81,0,No Failure,2012-02-27 02:00:00
L49295,x_1,299.4,309.0,1404.0,47.3,86,0,No Failure,2002-02-27 03:00:00
M16976,x1,299.4,309.0,1381.0,44.9,88,0,No Failure,2002-02-27 04:00:00
H31531,X1,299.4,308.9,1762.0,29.3,91,0,No Failure,2002-02-27 05:00:00
H31532,X1,299.3,308.9,1429.0,43.0,96,0,No Failure,2002-02-27 06:00:00
M16979,x1,299.3,308.9,1858.0,24.7,101,0,No Failure,2002-02-27 07:00:00
H31534,X1,283.2,308.8,1908.0,21.3,104,0,No Failure,2002-02-27 08:00:00
M16981,x1,299.2,308.8,1503.0,37.4,109,0,No Failure,2002-02-27 09:00:00
M16982,x1,299.2,308.8,1523.0,38.9,112,0,No Failure,2002-02-27 10:00:00
L49303,x_1,299.3,309.0,1491.0,38.4,115,0,No Failure,2002-02-27 11:00:00
L49304,x_1,299.2,308.9,1430.0,39.1,117,0,No Failure,2002-02-27 12:00:00
L49305,x_1,299.3,308.9,1258.0,69.4,119,1,Power Failure,2002-02-27 13:00:00
L49306,x_1,299.3,309.0,1449.0,46.5,121,0,No Failure,2002-02-27 14:00:00
H31541,X1,299.3,309.0,1425.0,40.6,123,0,No Failure,2002-02-27 15:00:00
L49308,x_1,299.4,309.0,1800.0,24.3,128,0,No Failure,2002-02-27 16:00:00
H31543,X1,299.4,309.0,1607.0,33.7,130,0,No Failure,2002-02-27 17:00:00
L49310,x_1,299.4,309.0,1391.0,58.2,135,0,No Failure,2002-02-27 18:00:00
L49311,x_1,299.4,309.1,1432.0,45.4,137,0,No Failure,2002-02-27 19:00:00
L49312,x_1,299.4,309.0,1660.0,28.4,139,0,No Failure,2002-02-27 20:00:00
H31547,X1,299.3,309.0,1732.0,29.7,141,0,No Failure,2002-02-27 21:00:00
L49314,x_1,299.3,309.0,1473.0,46.3,146,0,No Failure,2002-02-27 22:00:00
L49315,x_1,299.3,309.0,1511.0,47.8,148,0,No Failure,2002-02-27 23:00:00
L49316,x_1,299.2,308.9,1588.0,41.5,150,0,No Failure,2002-02-28 00:00:00
L49317,x_1,299.3,308.9,1623.0,31.1,152,0,No Failure,2002-02-28 01:00:00
L49318,x_1,299.3,309.0,1734.0,30.6,154,0,No Failure,2002-02-28 02:00:00
L49319,x_1,299.3,309.0,1415.0,47.6,156,0,No Failure,2002-02-28 03:00:00
L49320,x_1,299.3,309.0,1419.0,46.6,158,0,No Failure,2002-02-28 04:00:00
M17001,x1,299.3,308.9,1577.0,34.9,160,0,No Failure,2002-02-28 05:00:00
L49322,x_1,299.3,308.9,1376.0,60.3,163,0,No Failure,2002-02-28 06:00:00
M17003,x1,299.3,308.8,1442.0,49.0,165,0,No Failure,2002-02-28 07:00:00
L49324,x_1,299.4,308.9,1451.0,40.5,168,0,No Failure,2002-02-28 08:00:00
L49325,x_1,299.3,308.8,1550.0,45.8,170,0,No Failure,2002-02-28 09:00:00
L49326,x_1,299.3,308.8,1647.0,32.9,172,0,No Failure,2002-02-28 10:00:00
L49327,x_1,299.4,308.9,1550.0,33.7,174,0,No Failure,2002-02-28 11:00:00
L49328,x_1,267.4,308.9,1583.0,34.1,176,0,No Failure,2002-02-28 12:00:00
L49329,x_1,299.4,309.0,1613.0,32.2,178,0,No Failure,2002-02-28 13:00:00
H31564,X1,283.3,308.8,1636.0,35.5,180,0,No Failure,2002-02-28 14:00:00
M17011,x1,299.3,308.7,1289.0,51.5,185,0,No Failure,2002-02-28 15:00:00
M17012,x1,299.3,308.8,1648.0,28.4,188,0,Error,2002-02-28 16:00:00
H31567,X1,299.3,308.8,1397.0,45.4,191,0,No Failure,2002-02-28 17:00:00
M17014,x1,299.3,308.9,1767.0,24.8,196,0,No Failure,2002-02-28 18:00:00
L49335,X2,299.3,308.8,1341.0,47.7,199,0,No Failure,2012-02-28 19:00:00
M17016,x1,299.4,308.9,1457.0,41.5,201,0,No Failure,2002-02-28 20:00:00
M17017,x1,283.4,309.0,1939.0,19.8,204,0,No Failure,2002-02-28 21:00:00
M17018,x1,299.5,309.0,1399.0,49.7,207,0,No Failure,2002-02-28 22:00:00
M17019,x1,299.5,309.0,1602.0,111.1,210,0,No Failure,2002-02-28 23:00:00
L49340,x_1,299.4,309.0,1507.0,41.0,213,0,No Failure,2002-03-01 00:00:00
L49341,x_1,299.4,309.1,1464.0,40.5,215,0,No Failure,2002-03-01 01:00:00
L49342,x_1,299.5,309.1,1336.0,42.1,217,0,No Failure,2002-03-01 02:00:00
L49343,x_1,299.6,309.2,1422.0,39.8,219,0,No Failure,2002-03-01 03:00:00
L49344,x_1,299.6,309.2,1540.0,36.7,221,0,No Failure,2002-03-01 04:00:00
L49345,x_1,299.5,309.1,1476.0,47.8,223,0,No Failure,2002-03-01 05:00:00
M17026,x1,299.6,309.2,1867.0,23.4,225,1,Tool Wear Failure,2002-03-01 06:00:00
H31581,X1,299.6,309.1,1588.0,41.3,0,0,No Failure,2002-03-01 07:00:00
M17028,x1,299.5,309.1,1420.0,49.5,5,0,No Failure,2002-03-01 08:00:00
L49349,x_1,299.5,309.1,1415.0,49.2,8,0,No Failure,2002-03-01 09:00:00
M17030,x1,299.4,309.1,1500.0,43.3,10,0,No Failure,2002-03-01 10:00:00
L49351,x_1,299.5,309.1,1502.0,44.6,13,0,No Failure,2002-03-01 11:00:00
L49352,x_1,299.5,309.2,1816.0,23.0,15,0,No Failure,2002-03-01 12:00:00
M17033,x1,299.5,309.2,1495.0,41.6,17,0,No Failure,2002-03-01 13:00:00
L49354,x_1,299.6,309.2,1572.0,33.4,20,0,No Failure,2002-03-01 14:00:00
M17035,x1,299.5,309.2,1590.0,35.9,22,0,No Failure,2002-03-01 15:00:00
M17036,x1,299.6,309.3,1387.0,48.3,25,0,No Failure,2002-03-01 16:00:00
M17037,x1,299.6,309.2,1393.0,47.7,28,0,No Failure,2002-03-01 17:00:00
L49358,x_1,299.6,309.2,1602.0,37.3,31,0,No Failure,2002-03-01 18:00:00
L49359,x_1,299.6,309.2,1601.0,33.3,33,0,No Failure,2002-03-01 19:00:00
H31594,X1,299.6,309.2,1597.0,36.3,35,0,No Failure,2002-03-01 20:00:00
H31595,X1,299.5,309.1,1548.0,44.3,40,0,No Failure,2002-03-01 21:00:00
M17042,x1,299.5,309.2,1314.0,61.8,45,0,No Failure,2002-03-01 22:00:00
M17043,x1,299.6,309.3,1577.0,39.8,48,0,No Failure,2002-03-01 23:00:00
L49364,x_1,299.8,309.4,1475.0,43.4,51,0,No Failure,2002-03-02 00:00:00
L49365,x_1,299.8,309.4,1630.0,32.4,53,0,No Failure,2002-03-02 01:00:00
L49366,x_1,299.7,309.4,1445.0,42.9,55,0,No Failure,2002-03-02 02:00:00
M17047,x1,299.8,309.4,1439.0,47.4,57,0,No Failure,2002-03-02 03:00:00
L49368,x_1,299.7,309.3,1420.0,44.1,60,0,No Failure,2002-03-02 04:00:00
H31603,X1,283.7,309.2,1554.0,41.6,62,0,No Failure,2002-03-02 05:00:00
M17050,x1,299.6,309.1,1471.0,44.3,67,0,No Failure,2002-03-02 06:00:00
L49371,x_1,299.6,309.0,1648.0,33.6,70,0,No Failure,2002-03-02 07:00:00
L49372,x_1,299.6,309.0,1472.0,48.8,72,0,No Failure,2002-03-02 08:00:00
M17053,x1,299.5,308.9,1448.0,42.9,74,0,No Failure,2002-03-02 09:00:00
M17054,x1,299.6,308.9,1568.0,35.3,77,0,No Failure,2002-03-02 10:00:00
L49375,x_1,299.6,308.9,1613.0,30.8,80,0,No Failure,2002-03-02 11:00:00
M17056,x1,299.7,308.9,1551.0,35.4,82,0,No Failure,2002-03-02 12:00:00
L49377,x_1,299.7,309.0,1412.0,49.2,85,0,No Failure,2002-03-02 13:00:00
M17058,x1,299.7,308.9,1478.0,41.0,87,0,No Failure,2002-03-02 14:00:00
M17059,x1,299.8,309.1,1268.0,58.0,90,0,No Failure,2002-03-02 15:00:00
L49380,x_1,299.8,309.1,1546.0,35.6,93,0,No Failure,2002-03-02 16:00:00
L49381,x_1,299.8,309.0,1567.0,36.1,95,0,No Failure,2002-03-02 17:00:00
M17062,x1,299.9,309.2,1548.0,35.7,97,0,No Failure,2002-03-02 18:00:00
L49383,x_1,299.8,309.0,1614.0,30.8,100,0,No Failure,2002-03-02 19:00:00
M17064,x1,299.7,309.1,1352.0,46.1,102,0,No Failure,2002-03-02 20:00:00
L49385,x_1,299.9,309.2,1624.0,34.6,105,0,No Failure,2002-03-02 21:00:00
L49386,x_1,299.9,309.2,1436.0,52.0,107,0,No Failure,2002-03-02 22:00:00
L49387,x_1,299.8,309.2,1591.0,37.5,109,0,No Failure,2002-03-02 23:00:00
H31622,X1,299.8,309.2,1435.0,42.6,111,0,No Failure,2002-03-03 00:00:00
L49389,x_1,299.8,309.3,1386.0,49.4,116,0,No Failure,2002-03-03 01:00:00
L49390,x_1,299.7,309.2,1401.0,54.1,118,0,No Failure,2002-03-03 02:00:00
M17071,x1,299.6,309.0,1245.0,64.0,120,0,No Failure,2002-03-03 03:00:00
L49392,x_1,299.7,309.1,1475.0,40.0,123,0,No Failure,2002-03-03 04:00:00
L49393,x_1,299.7,309.1,1473.0,39.4,125,0,No Failure,2002-03-03 05:00:00
H31628,X1,299.7,309.2,1355.0,44.8,127,0,No Failure,2002-03-03 06:00:00
H31629,X1,299.7,309.2,1468.0,49.6,132,0,No Failure,2002-03-03 07:00:00
L49396,x_1,299.7,309.2,,110.6,137,0,No Failure,2002-03-03 08:00:00
L49397,x_1,299.7,309.1,1347.0,135.1,139,0,No Failure,2002-03-03 09:00:00
L49398,x_1,299.7,309.1,1713.0,33.5,141,0,No Failure,2002-03-03 10:00:00
M17079,x1,299.6,309.1,1435.0,48.4,143,0,No Failure,2002-03-03 11:00:00
M17080,x1,299.6,309.0,1736.0,26.1,146,0,No Failure,2002-03-03 12:00:00
L49401,x_1,299.6,309.0,1372.0,60.4,149,0,No Failure,2002-03-03 13:00:00
L49402,x_1,299.7,309.0,1605.0,33.0,151,0,No Failure,2002-03-03 14:00:00
L49403,x_1,299.6,309.0,1413.0,48.5,153,0,No Failure,2002-03-03 15:00:00
M17084,x1,299.7,309.0,1645.0,31.9,155,0,No Failure,2002-03-03 16:00:00
M17085,x1,299.7,309.0,1465.0,49.0,158,0,No Failure,2002-03-03 17:00:00
M17086,x1,299.6,308.9,1685.0,27.8,161,0,No Failure,2002-03-03 18:00:00
L49407,x_1,299.5,308.8,1965.0,20.4,164,0,No Failure,2002-03-03 19:00:00
H31642,X1,299.4,308.6,1542.0,41.8,166,0,No Failure,2002-03-03 20:00:00
L49409,x_1,299.4,308.7,1681.0,30.8,171,0,No Failure,2002-03-03 21:00:00
L49410,x_1,299.5,308.7,1446.0,45.7,173,0,No Failure,2002-03-03 22:00:00
L49411,x_1,299.4,308.6,1415.0,56.4,175,0,No Failure,2002-03-03 23:00:00
L49412,x_1,299.5,308.6,1672.0,30.5,177,0,No Failure,2002-03-04 00:00:00
L49413,x_1,299.5,308.7,2549.0,92.8,179,1,Power Failure,2002-03-04 01:00:00
L49414,x_1,299.4,308.6,1492.0,40.5,181,0,No Failure,2002-03-04 02:00:00
M17095,x1,283.4,308.6,1455.0,42.7,183,0,No Failure,2002-03-04 03:00:00
M17096,x1,299.3,308.5,1422.0,43.1,186,0,No Failure,2002-03-04 04:00:00
L49417,x_1,299.3,308.6,1403.0,50.6,189,0,No Failure,2002-03-04 05:00:00
L49418,x_1,299.3,308.6,1474.0,49.6,191,0,No Failure,2002-03-04 06:00:00
L49419,x_1,299.2,308.6,1381.0,50.0,193,0,No Failure,2002-03-04 07:00:00
L49420,x_1,299.2,308.5,1457.0,44.7,195,0,No Failure,2002-03-04 08:00:00
L49421,x_1,299.2,308.4,1711.0,28.9,197,0,No Failure,2002-03-04 09:00:00
L49422,x_1,299.2,308.4,1667.0,29.0,199,0,No Failure,2002-03-04 10:00:00
L49423,x_1,299.2,308.4,1465.0,35.0,201,0,No Failure,2002-03-04 11:00:00
M17104,x1,299.3,308.4,1542.0,37.5,203,1,Tool Wear Failure,2002-03-04 12:00:00
M17105,x1,299.3,308.4,1438.0,42.3,0,0,No Failure,2002-03-04 13:00:00
L49426,x_1,299.3,308.4,1406.0,47.4,3,0,No Failure,2002-03-04 14:00:00
M17107,x1,299.2,308.4,1396.0,48.5,5,0,No Failure,2002-03-04 15:00:00
M17108,x1,299.3,308.5,1304.0,60.6,8,0,No Failure,2002-03-04 16:00:00
L49429,x_1,299.2,308.5,1442.0,46.5,11,0,No Failure,2002-03-04 17:00:00
M17110,x1,299.2,308.4,1396.0,48.7,13,0,No Failure,2002-03-04 18:00:00
H31665,X1,299.1,308.3,1424.0,123.2,16,0,No Failure,2002-03-04 19:00:00
H31666,X1,299.1,308.3,1451.0,42.8,21,0,No Failure,2002-03-04 20:00:00
L49433,x_1,299.2,308.4,1386.0,54.1,26,0,No Failure,2002-03-04 21:00:00
L49434,x_1,299.1,308.3,1325.0,46.9,28,0,No Failure,2002-03-04 22:00:00
L49435,x_1,299.1,308.3,1559.0,33.7,30,0,No Failure,2002-03-04 23:00:00
L49436,x_1,299.1,308.3,1489.0,38.1,32,0,No Failure,2002-03-05 00:00:00
L49437,x_1,299.1,308.3,1892.0,25.2,34,0,No Failure,2002-03-05 01:00:00
L49438,x_1,283.1,308.2,1319.0,60.3,36,0,No Failure,2002-03-05 02:00:00
L49439,x_1,299.1,308.3,1431.0,52.3,38,0,No Failure,2002-03-05 03:00:00
H31674,X1,299.1,308.3,1521.0,36.5,40,0,No Failure,2002-03-05 04:00:00
M17121,x1,299.1,308.2,1435.0,45.2,45,0,No Failure,2002-03-05 05:00:00
L49442,x_1,299.1,308.3,1533.0,42.4,48,0,No Failure,2002-03-05 06:00:00
M17123,x1,299.2,308.4,1529.0,43.0,50,0,No Failure,2002-03-05 07:00:00
M17124,x1,299.2,308.4,1415.0,43.5,53,0,No Failure,2002-03-05 08:00:00
M17125,x1,299.2,308.4,1330.0,51.2,56,0,Error,2002-03-05 09:00:00
L49446,x_1,299.2,308.5,1381.0,60.6,59,0,No Failure,2002-03-05 10:00:00
L49447,x_1,299.2,308.5,1370.0,52.4,61,0,No Failure,2002-03-05 11:00:00
L49448,x_1,299.2,308.5,1438.0,46.6,63,0,No Failure,2002-03-05 12:00:00
L49449,x_1,299.3,308.6,1314.0,48.2,65,0,No Failure,2002-03-05 13:00:00
L49450,x_1,299.3,308.6,1437.0,48.1,67,0,No Failure,2002-03-05 14:00:00
L49451,x_1,299.2,308.5,1821.0,105.9,69,0,No Failure,2002-03-05 15:00:00
M17132,x1,299.3,308.6,1448.0,52.1,71,0,No Failure,2002-03-05 16:00:00
L49453,x_1,283.3,308.5,1589.0,32.7,74,0,No Failure,2002-03-05 17:00:00
L49454,x_1,299.3,308.6,1520.0,33.7,76,0,No Failure,2002-03-05 18:00:00
L49455,x_1,299.3,308.6,1605.0,37.0,78,0,No Failure,2002-03-05 19:00:00
L49456,x_1,299.3,308.7,1393.0,54.2,80,0,No Failure,2002-03-05 20:00:00
H31691,X1,299.3,308.7,1408.0,44.4,82,0,No Failure,2002-03-05 21:00:00
M17138,x1,299.3,308.7,1459.0,35.6,87,0,No Failure,2002-03-05 22:00:00
L49459,x_1,299.4,308.7,1525.0,39.0,90,0,No Failure,2002-03-05 23:00:00
L49460,x_1,299.4,308.8,1390.0,57.0,92,0,No Failure,2002-03-06 00:00:00
L49461,x_1,299.3,308.7,1536.0,38.9,94,0,No Failure,2002-03-06 01:00:00
L49462,x_1,299.4,308.7,1459.0,47.6,96,0,No Failure,2002-03-06 02:00:00
L49463,x_1,283.2,308.5,1387.0,51.1,98,0,No Failure,2002-03-06 03:00:00
L49464,x_1,299.2,308.5,1378.0,53.4,100,0,No Failure,2002-03-06 04:00:00
L49465,x_1,283.4,308.7,1381.0,56.7,102,0,No Failure,2002-03-06 05:00:00
M17146,x1,299.4,308.7,1289.0,60.5,104,0,No Failure,2002-03-06 06:00:00
L49467,x_1,299.4,308.6,1746.0,26.8,107,0,No Failure,2002-03-06 07:00:00
M17148,x1,299.4,308.6,1541.0,39.1,109,0,No Failure,2002-03-06 08:00:00
L49469,x_1,299.4,308.7,1504.0,37.8,112,0,No Failure,2002-03-06 09:00:00
M17150,x1,299.5,308.7,1321.0,51.9,114,0,No Failure,2002-03-06 10:00:00
M17151,x1,299.5,308.8,1886.0,20.9,117,0,No Failure,2002-03-06 11:00:00
L49472,x_1,299.6,308.9,1422.0,53.2,120,0,No Failure,2002-03-06 12:00:00
L49473,x_1,299.5,308.9,1520.0,38.3,122,0,No Failure,2002-03-06 13:00:00
L49474,x_1,299.4,308.8,1627.0,32.6,124,0,No Failure,2002-03-06 14:00:00
L49475,x_1,299.4,308.7,1512.0,37.2,126,0,No Failure,2002-03-06 15:00:00
L49476,x_1,299.4,308.7,1553.0,42.7,128,0,No Failure,2002-03-06 16:00:00
L49477,x_1,299.3,308.7,1802.0,26.0,130,0,No Failure,2002-03-06 17:00:00
L49478,x_1,299.3,308.6,1482.0,37.6,132,0,No Failure,2002-03-06 18:00:00
L49479,x_1,299.4,308.7,1446.0,62.9,134,1,Power Failure,2002-03-06 19:00:00
L49480,x_1,299.3,308.6,1371.0,50.5,136,0,No Failure,2002-03-06 20:00:00
M17161,x1,299.2,308.6,1586.0,35.7,138,0,No Failure,2002-03-06 21:00:00
L49482,x_1,299.2,308.5,1515.0,39.8,141,0,No Failure,2002-03-06 22:00:00
L49483,x_1,299.2,308.5,1374.0,53.6,143,0,No Failure,2002-03-06 23:00:00
L49484,x_1,299.1,308.5,1455.0,39.8,145,0,No Failure,2002-03-07 00:00:00
H31719,X1,299.2,308.5,1342.0,47.5,147,0,No Failure,2002-03-07 01:00:00
L49486,x_1,299.1,308.6,1260.0,57.8,152,0,No Failure,2002-03-07 02:00:00
H31721,X1,283.0,308.5,1623.0,33.5,154,0,No Failure,2002-03-07 03:00:00
L49488,x_1,299.1,308.5,1371.0,55.5,159,0,No Failure,2002-03-07 04:00:00
